treatment company,azimuth,md (ft),tvd (ft),date on production,operator,footage lateral length,well spacing,porpoise deviation,porpoise count,shale footage,acoustic impedance,log permeability,porosity,poisson ratio,water saturation,toc,vcl,p-velocity,s-velocity,youngs modulus,isip,breakdown pressure,pump rate,total number of stages,proppant volume,proppant fluid ratio,gas production
treatment company 11,-25.41,12965.0,7362.0,2016-09-01,operator 14,5298.98,2968.9453,2.97,10.0,6059.0,33342.36,1.1,0.02,0.3,0.7,4.23,0.47,11959.37,6763.19,29.19,5270.0,,81.0,29.0,11024226.0,1.07,3836.2175144937496
treatment company 1,-30.950001,16050.0,8533.0,2013-01-01,operator 20,7054.0,3079.3838,3.39,11.0,6895.0,34551.73,0.93,0.06,0.3,,5.3,0.73,12049.03,7080.03,32.08,5775.0,,79.0,12.0,6243376.0,1.44,1492.50666284375
treatment company 5,-51.639998999999996,11764.0,7426.0,2014-07-01,operator 18,4141.0,1936.0566,16.05,7.0,0.0,34551.73,0.42,0.02,0.33,0.82,4.69,0.59,13223.66,7019.84,31.1,5345.0,,99.0,28.0,5599189.0,1.09,300.6323136875
treatment company 5,-58.119999,13082.0,6041.0,2018-01-01,operator 11,5622.0,2621.8369,0.62,6.0,167.0,34661.95,0.05,0.02,0.33,0.8,4.72,0.6,13166.48,6909.48,30.79,4429.0,,44.0,76.0,7871776.0,0.79,1107.80252863125
treatment company 10,-15.92,14960.0,6920.0,2015-11-01,operator 11,7680.0,4945.1318,125.35,1.0,149.0,29899.71,0.64,0.04,0.33,,4.59,0.48,13110.02,7145.74,31.42,4074.0,6117.0,69.0,38.0,11043750.0,0.91,2090.4962456562507
treatment company 9,-10.74,17045.0,7130.0,2018-10-01,operator 6,9665.0,1209.8624,7.94,10.0,5568.0,34324.66,0.27,0.02,0.34,0.81,4.66,0.61,13171.29,7015.34,31.11,5717.0,,91.0,37.0,,1.73,6189.76221104375
treatment company 12,-31.59,11940.0,6614.0,2014-07-01,operator 25,4337.0,1180.9022,9.86,9.0,0.0,34538.81,0.63,0.02,0.34,,5.15,0.4,13588.36,6953.62,30.83,4725.0,,89.0,26.0,17665878.0,1.53,1447.1144611999996
treatment company 10,-37.66,11443.0,6462.0,2014-01-01,operator 11,4773.0,988.9671,3.58,23.0,15422.0,33640.87,0.59,0.02,0.34,,5.06,0.45,13491.08,6981.19,30.93,4082.0,,70.0,23.0,9086772.0,1.13,948.28135955
treatment company 31,-75.510002,13510.0,6447.0,2016-07-01,operator 11,5338.0,,1.46,10.0,6402.0,33876.27,0.17,0.03,0.34,0.86,4.46,0.47,13336.26,6854.63,30.61,4076.0,,70.0,27.0,8001909.0,1.27,1255.83107298125
treatment company 3,-13.71,12961.0,6654.0,2015-07-01,operator 1,5661.0,1892.1012,11.53,10.0,0.0,30762.72,0.35,0.02,0.33,0.83,4.85,0.58,13382.54,7090.88,31.19,4271.0,,51.0,36.0,10369712.0,1.47,854.7788172931874
treatment company 4,-38.279999,12959.0,6018.0,2018-06-01,operator 7,6471.0,1800.6097,20.79,7.0,3177.0,34751.0,0.3,0.02,0.33,0.86,4.69,0.6,13245.47,6971.51,30.97,4095.0,5484.0,95.0,32.0,9527710.0,1.14,952.72418445625
treatment company 12,-19.1,11924.0,7700.0,2017-12-01,operator 25,3974.0,,1.27,5.0,5399.0,33177.59,1.31,0.08,0.21,0.8,3.57,0.46,11459.84,6814.66,27.74,5760.0,,90.0,24.0,9330840.0,1.39,2983.25315245625
treatment company 26,-61.919998,10981.0,6977.0,2013-07-01,operator 14,3141.0,1477.1353,1.02,6.0,0.0,34732.74,0.14,0.02,0.24,0.96,4.97,0.57,11538.91,6784.7,27.78,5223.0,,82.0,18.0,6742170.0,1.1,2053.49489878125
treatment company 10,-65.279999,11553.0,6059.0,2014-07-01,operator 11,5244.0,760.95734,29.71,5.0,3931.0,33501.47,0.26,,0.25,0.86,4.68,0.62,13263.35,6960.29,30.94,4398.0,,70.0,22.0,9768000.0,1.12,673.0435756374999
treatment company 3,-25.690001000000002,13578.0,7071.0,2014-12-01,operator 5,6182.0,1543.8182,541.93,1.0,0.0,35294.72,1.3,0.06,0.34,,4.25,1.82,12192.61,6419.17,29.61,5405.0,6107.0,67.0,31.0,7206365.0,0.88,1904.44515195625
treatment company 11,-41.860001000000004,13876.0,7517.0,2015-08-01,operator 14,6006.0,1997.9796,9.61,23.0,8300.0,34298.43,0.94,0.01,0.3,,3.57,0.5,11647.04,6767.33,29.32,5903.0,,81.0,33.0,12553369.0,1.06,1151.1480062437504
treatment company 4,-49.529999,11636.0,6687.0,2014-07-01,operator 1,4309.0,1429.2693,3.46,24.0,12978.0,34570.38,1.1,0.04,0.29,0.69,4.92,0.44,12132.13,6765.26,28.39,5130.0,,101.0,13.0,7630480.0,1.42,2494.3706722187508
treatment company 3,-38.73,13034.0,6560.0,2014-12-01,operator 5,6040.0,3193.8618,10.78,14.0,10195.0,34610.82,1.37,0.06,0.34,,3.85,1.99,12258.76,6470.5,29.75,5244.0,,64.0,30.0,6803954.0,0.88,1220.343799975
treatment company 2,-17.23,18951.0,8067.0,2015-06-01,operator 6,10723.0,3962.2722,88.79,5.0,4951.0,29690.68,0.98,0.07,0.21,0.84,3.18,0.46,11672.67,6811.09,27.94,5767.0,,86.0,46.0,18656034.0,1.34,4249.6267649125
treatment company 31,-56.0,11504.0,6392.0,2016-07-01,operator 11,4751.0,2619.8801,118.76,9.0,0.0,35351.96,0.26,0.03,0.34,,4.45,0.42,13372.45,6851.71,30.59,3940.0,,70.0,24.0,,1.21,1078.24529330625
treatment company 4,-50.57,10940.0,6377.0,2012-07-01,operator 1,4052.0,725.37567,42.5,19.0,0.0,34546.34,0.79,,0.2,0.73,4.65,0.5,12608.09,6799.58,26.46,4321.0,,99.0,10.0,3713151.0,0.8,1502.4099569875002
treatment company 12,-55.360001000000004,17074.0,8105.0,2018-09-01,operator 4,8150.0,2196.4038,16.45,13.0,6099.0,34037.86,0.3,0.05,0.34,,4.39,0.76,13112.46,6787.96,30.42,5975.0,,99.0,42.0,18749010.0,1.44,1721.0965420931248
treatment company 8,-32.23,13650.0,6405.0,2013-06-01,operator 1,7057.0,4949.5679,86.43,2.0,4475.0,34538.02,0.23,0.01,0.33,,4.83,0.54,13525.97,7021.22,30.98,4647.0,,80.0,17.0,6827940.0,1.27,711.6942941125
treatment company 1,-44.799999,14961.0,6429.0,2017-11-01,operator 5,7810.0,,4.51,14.0,6276.0,29353.06,0.5,0.02,0.33,0.82,4.83,0.56,13280.73,7014.03,31.04,3553.0,,73.0,39.0,15585530.0,1.14,1809.8712860062494
treatment company 10,-12.71,12696.0,6459.0,2013-07-01,operator 11,4978.0,4504.291,1.39,14.0,9183.0,29650.73,0.65,0.02,0.34,0.86,5.14,0.4,13591.62,6954.28,30.84,4146.0,,70.0,24.0,9512665.0,1.11,1004.91830596875
treatment company 8,-36.52,15158.0,8210.0,2014-01-01,operator 6,6096.0,903.41296,21.67,9.0,0.0,32065.05,1.25,0.08,0.21,,3.24,0.46,11648.04,6815.93,27.87,5516.0,,87.0,18.0,9761571.0,1.41,2857.53344805
treatment company 11,-11.94,10048.0,6449.0,2015-03-01,operator 14,3234.0,1846.7551,5.85,16.0,7410.0,35450.63,1.0,0.05,0.28,,5.08,0.45,12344.08,6769.0,27.89,4797.0,6090.0,80.0,18.0,6844940.0,1.06,2590.8971190124994
treatment company 12,-36.09,17078.0,7976.0,2018-08-01,operator 4,8719.0,4410.0122,10.01,8.0,0.0,35169.83,0.22,0.04,0.34,,4.39,0.66,13286.14,6828.81,30.54,,,99.0,45.0,20180070.0,1.02,4039.5731731062488
treatment company 30,-33.389998999999996,10420.0,5861.0,2014-07-01,operator 19,4175.0,,16.68,4.0,3852.0,31034.33,0.31,0.02,0.33,,4.66,0.61,13182.77,7015.94,31.11,4369.0,,85.0,18.0,4895214.0,0.79,685.47144734375
treatment company 1,-63.830002,13750.0,8013.0,2013-07-01,operator 33,5032.0,1836.0643,7.69,4.0,4426.0,34617.29,0.9,0.04,0.33,0.82,4.65,0.95,12945.13,7418.88,33.1,6473.0,,77.0,18.0,4922615.0,1.0,690.926026925
treatment company 10,-71.540001,11325.0,6268.0,2015-01-01,operator 11,4026.0,3121.3806,399.47,1.0,0.0,34781.88,0.5,0.02,0.33,,4.74,0.6,13275.54,7042.77,31.13,4500.0,,70.0,20.0,9776239.0,1.21,553.1681725625
treatment company 4,-37.77,13155.0,6847.0,2015-02-01,operator 1,5879.0,876.2999900000001,21.11,13.0,8291.0,29039.78,1.15,0.05,0.29,,4.95,0.44,12464.76,6763.17,28.32,5012.0,,100.0,15.0,14313192.0,1.71,2789.99413611875
treatment company 9,-31.870001000000002,10703.0,,2011-01-01,operator 35,4635.0,4296.4941,18.44,3.0,1630.0,31610.52,0.26,,0.33,0.81,4.68,0.62,13263.35,6960.29,30.94,4731.0,8600.0,88.0,14.0,6523988.0,1.08,1100.2735451562503
treatment company 1,-38.5,16185.0,7593.0,2018-04-01,operator 1,7606.0,4653.5913,21.0,3.0,0.0,35273.5,0.99,0.05,0.22,0.98,4.76,0.53,12272.58,7105.49,30.37,5715.0,,81.0,49.0,15413881.0,1.14,2857.257376881251
treatment company 1,-46.220001,15011.0,7955.0,2011-07-01,operator 20,6586.0,4812.146,15.05,10.0,3785.0,33256.24,0.96,0.06,0.29,,5.74,0.45,11667.79,7044.29,31.66,5769.0,,83.0,16.0,7783590.0,1.4,952.08245846875
treatment company 2,-35.459998999999996,10700.0,5353.0,2012-01-01,operator 2,4883.0,3267.4644,32.06,2.0,0.0,30134.82,0.44,0.02,0.33,,4.63,0.58,13191.99,6968.56,30.95,4145.0,,108.0,13.0,5301080.0,1.46,1178.8696016
treatment company 5,-20.26,12339.0,6088.0,2018-02-01,operator 11,6001.0,,10.02,11.0,0.0,34726.54,0.41,0.02,0.33,0.83,4.65,0.58,13162.77,7036.43,31.16,3943.0,,70.0,26.0,7816926.0,0.93,962.3134609999997
treatment company 10,-10.08,15165.0,7786.0,2015-10-01,operator 4,7129.0,3279.9202,9.87,10.0,0.0,28546.23,0.26,0.01,0.34,,4.66,0.54,13349.76,6910.02,30.78,5319.0,,91.0,41.0,8009910.0,1.02,1865.3304929312494
treatment company 23,-36.27,10270.0,5677.0,2012-07-01,operator 25,4249.0,2701.5557,29.32,27.0,12351.0,34736.92,0.57,0.02,0.33,0.87,4.63,0.35,13484.98,6906.2,30.74,4336.0,,90.0,17.0,18686880.0,5.41,1299.88431986875
treatment company 9,-35.639998999999996,19558.0,6250.0,2019-01-01,operator 5,12474.0,4585.3594,28.16,8.0,4899.0,34691.7,0.59,0.02,0.33,,4.91,0.43,13593.34,6961.68,30.84,3622.0,,76.0,63.0,25211920.0,1.17,3445.7585347624995
treatment company 8,-22.870001000000002,13850.0,8144.0,2011-08-01,operator 2,5469.0,4030.6963,2.56,7.0,6740.0,34811.95,0.34,0.02,0.33,,4.65,0.59,13166.69,7032.5,31.15,6280.0,,67.0,16.0,,1.03,1411.4946054874995
treatment company 1,-45.060001,10974.0,5979.0,2015-10-01,operator 1,4654.0,1467.0520000000001,2.12,10.0,0.0,28944.14,0.55,0.02,0.21,,4.84,0.41,12984.72,6795.27,26.65,3402.0,,99.0,11.0,9104106.0,1.57,870.2450700375
treatment company 12,-59.009997999999996,14444.0,7374.0,2013-01-01,operator 7,4819.0,5071.3447,1.5,8.0,3808.0,34726.5,1.58,0.12,0.2,,5.21,0.79,12083.11,7125.29,29.55,5340.0,,86.0,18.0,5928000.0,0.93,2155.542415875
treatment company 10,-20.299999,10084.0,6285.0,2012-07-01,operator 11,3160.0,4438.7192,23.0,5.0,3967.0,31848.05,0.28,0.02,0.33,,4.67,0.63,13193.99,6985.6,31.03,4432.0,,67.0,15.0,4290988.0,0.88,495.04414820687487
treatment company 1,-62.650002,11104.0,7823.0,2012-07-01,operator 4,2509.0,989.78345,5.51,2.0,2701.0,29138.12,0.22,0.02,0.34,0.87,4.59,0.54,13353.22,6890.24,30.72,5163.0,7591.0,92.0,17.0,3550570.0,0.93,1736.4081212937506
treatment company 3,-22.879998999999998,15327.0,6673.0,2015-01-01,operator 5,8315.0,1896.6587,4.35,21.0,0.0,31408.7,1.37,0.06,0.34,,3.9,2.0,12231.54,6456.83,29.72,5109.0,,64.0,42.0,9492143.0,0.89,1632.1295171875
treatment company 2,-44.490002000000004,16260.0,9006.0,2012-07-01,operator 20,7040.0,2244.8572,6.06,17.0,0.0,34604.57,0.28,0.03,0.25,,4.56,0.65,11858.53,7098.86,31.08,6377.0,7171.0,77.0,13.0,4543244.0,0.79,1894.06416255625
treatment company 1,-43.43,12344.0,7068.0,2017-03-01,operator 1,5142.0,2831.2424,18.64,14.0,4948.0,33879.19,0.42,0.02,0.33,,4.66,0.59,13161.9,7014.34,31.1,5110.0,7030.0,98.0,26.0,10459852.0,1.35,2701.368378593749
treatment company 4,,14107.0,7670.0,2016-01-01,operator 4,5649.0,1437.0085,5.45,7.0,5189.0,34732.74,0.65,0.04,0.32,0.81,4.89,0.61,12587.12,7240.44,32.08,5838.0,,100.0,38.0,9319198.0,0.97,2642.7057617625
treatment company 2,-19.99,12378.0,5605.0,2011-09-01,operator 2,6029.0,724.45148,3.12,9.0,10459.0,35185.42,1.15,0.07,0.21,,6.81,0.36,12090.58,6944.86,27.54,4452.0,,109.0,16.0,6664189.0,1.44,1121.3765822312496
treatment company 12,-44.990002000000004,12945.0,5717.0,2014-07-01,operator 22,7085.0,2346.0239,0.06,7.0,4735.0,33820.19,0.25,0.02,0.34,,4.76,0.53,13275.97,6918.17,30.79,4297.0,,92.0,47.0,,1.14,1125.13919901875
treatment company 3,-23.26,14564.0,7552.0,2018-11-01,operator 8,6301.0,3215.5059,20.57,3.0,2188.0,30751.89,0.63,0.01,0.34,,4.82,0.36,13497.29,6916.56,30.77,4983.0,8881.0,83.0,28.0,17111724.0,1.48,2665.36071869375
treatment company 4,-31.74,15998.0,6135.0,2017-04-01,operator 7,9416.0,817.40167,8.93,2.0,2753.0,34304.54,0.31,0.02,0.33,,4.67,0.62,13196.83,6994.84,31.06,4271.0,,97.0,41.0,10978054.0,1.29,1172.315251225
treatment company 3,-43.41,13968.0,6630.0,2015-07-01,operator 1,6872.0,1171.9139,7.37,4.0,6740.0,29882.34,0.37,0.02,0.33,0.81,4.84,0.59,13370.49,7092.08,31.2,,6337.0,51.0,36.0,,1.35,630.5747357370625
treatment company 3,-58.16,16280.0,8123.0,2017-09-01,operator 4,7907.0,4641.4995,8.37,8.0,0.0,35033.39,0.47,0.02,0.34,0.81,4.64,0.57,13179.22,7054.25,31.2,6022.0,,89.0,47.0,14319067.0,0.95,2540.5188835312492
treatment company 10,-21.49,10514.0,6169.0,2014-01-01,operator 11,3743.0,1302.5747,11.52,17.0,7067.0,33982.73,0.4,0.02,0.33,0.87,4.7,0.58,13221.09,7017.72,31.1,4480.0,,70.0,19.0,9420941.0,1.24,529.908705575
treatment company 5,-26.969998999999998,21348.0,6589.0,2018-05-01,operator 5,14254.0,578.0192900000001,27.87,3.0,0.0,35167.84,0.26,,0.34,,4.68,0.61,13239.24,6958.72,,4381.0,,77.0,71.0,29145500.0,1.16,4651.353609743749
treatment company 10,-32.259997999999996,13350.0,6428.0,2012-09-01,operator 11,6274.0,5157.2417,2.8,11.0,0.0,34850.7,0.37,0.02,0.33,0.68,4.8,0.54,13246.46,7154.39,31.37,3859.0,,67.0,21.0,6276445.0,0.99,539.98388149875
treatment company 4,-35.709998999999996,13573.0,6413.0,2016-09-01,operator 29,6644.0,1752.0541,0.63,30.0,16149.0,35165.63,0.82,0.0,0.32,,4.81,0.43,12764.71,7491.53,32.68,4855.0,,101.0,44.0,13295180.0,0.98,1358.0990854124998
treatment company 2,-22.49,13275.0,8303.0,2014-07-01,operator 7,4152.0,2856.2649,0.1,30.0,16286.0,35351.96,0.59,,0.24,0.99,4.41,0.5,11792.5,7096.21,30.78,6121.0,6625.0,96.0,29.0,8788514.0,1.09,2123.74731815
treatment company 9,-19.58,15278.0,6546.0,2018-07-01,operator 5,8370.0,2528.7708,4.19,10.0,4749.0,34912.88,1.26,,0.34,0.58,3.68,1.72,12462.48,6575.98,29.97,3790.0,,76.0,42.0,690295.0,0.05,2355.90119215
treatment company 9,-45.419998,13880.0,8711.0,2015-06-01,operator 11,4142.0,837.46594,2.18,6.0,4683.0,34589.38,0.33,0.02,0.26,,4.36,0.67,11859.68,7094.99,31.28,6341.0,,74.0,22.0,2517120.0,1.03,1811.52282475625
treatment company 9,-59.939999,12694.0,5982.0,2018-06-01,operator 22,6191.0,3829.7637,4.7,7.0,5352.0,33425.91,0.3,0.02,0.3,,4.69,0.6,13237.71,6976.92,30.99,4282.0,5622.0,96.0,34.0,12682196.0,1.09,1681.75821705625
treatment company 3,-18.26,16388.0,6316.0,2016-09-01,operator 5,9733.0,,36.56,11.0,6395.0,34776.92,0.29,0.01,0.33,0.87,4.69,0.6,13275.93,6959.58,30.94,,,76.0,48.0,14643080.0,0.84,1720.95153875625
treatment company 1,-28.040001,15020.0,7960.0,2012-02-01,operator 20,6622.0,1839.7035,254.38,1.0,6436.0,35460.36,0.62,0.01,0.34,,4.91,0.44,13478.62,6953.4,30.86,5566.0,,95.0,17.0,6055476.0,1.04,1094.78577348125
treatment company 10,-36.619999,14027.0,7449.0,2013-07-01,operator 6,5786.0,2711.4844,1.5,5.0,0.0,34781.88,0.32,0.03,0.22,,4.3,0.64,11289.4,6797.46,27.6,4928.0,9079.0,91.0,12.0,7362001.0,1.35,4234.12449264375
treatment company 5,-48.040001000000004,22584.0,6822.0,2017-11-01,operator 11,15512.0,2677.3252,697.36,1.0,5375.0,35153.91,0.47,0.02,0.33,,4.86,0.61,13396.48,7053.55,31.11,4580.0,6590.0,75.0,75.0,22422376.0,0.95,3219.56448458125
treatment company 12,22.940001000000002,11882.0,8535.0,2013-07-01,operator 9,2557.0,789.28607,3.96,7.0,3371.0,34743.09,0.93,0.05,0.29,,4.33,0.52,11761.63,7077.25,31.81,6546.0,10450.0,90.0,14.0,,1.16,521.65804714875
treatment company 12,-37.48,15331.0,8480.0,2018-11-01,operator 25,6217.0,2988.125,0.72,4.0,3316.0,30614.49,1.45,0.04,0.24,,4.05,0.49,12153.88,6817.98,27.86,4308.0,,93.0,33.0,14583096.0,1.6,4398.533765949999
treatment company 7,-45.439999,12150.0,8749.0,2012-01-01,operator 11,2583.0,1428.6732,26.54,15.0,7039.0,34818.7,0.91,0.05,0.28,0.39,4.18,0.66,11798.64,7089.02,31.78,6391.0,7532.0,70.0,10.0,1133390.0,0.53,898.7832304687498
treatment company 7,-24.870001000000002,16648.0,7983.0,2015-05-01,operator 6,8597.0,1754.2349,4.53,10.0,5809.0,34384.74,0.07,0.03,0.23,,2.28,0.66,11548.6,6800.28,28.31,6029.0,,93.0,38.0,15931285.0,1.58,2579.40429948125
treatment company 2,-68.050003,12929.0,7780.0,2015-11-01,operator 4,4899.0,2006.8562,24.74,4.0,0.0,34695.81,0.07,,0.34,,4.56,0.71,13205.77,6870.37,30.69,5633.0,,99.0,22.0,6032172.0,0.9,1889.5677986962494
treatment company 10,-13.39,13270.0,7303.0,2017-08-01,operator 17,5261.0,1353.3779,9.58,15.0,6768.0,33488.06,-0.02,0.02,0.24,,2.24,0.64,11268.36,6796.41,28.35,,8676.0,77.0,19.0,9492210.0,1.23,3794.524187425
treatment company 9,-6.579999900000001,10315.0,6241.0,2012-01-01,operator 17,3824.0,2305.8596,2.01,27.0,0.0,35134.35,0.68,0.07,0.25,,5.1,0.4,13978.78,6778.75,26.68,4020.0,7502.0,82.0,18.0,5633325.0,1.47,1269.4849550125
treatment company 5,-32.509997999999996,19323.0,7165.0,2017-01-01,operator 5,11558.0,3924.355,5.26,16.0,4431.0,34553.62,1.11,0.05,0.34,,3.92,1.68,12545.16,6535.6,29.84,5199.0,5573.0,75.0,54.0,23438000.0,0.96,4594.8239068125
treatment company 9,-23.77,12831.0,6721.0,2018-08-01,operator 6,5830.0,,11.51,17.0,10158.0,32889.48,1.06,0.07,0.2,,4.86,0.71,10874.41,6806.77,27.21,5205.0,,90.0,40.0,36086148.0,3.84,7503.557935499999
treatment company 4,-2.3699999,12815.0,6349.0,2017-10-01,operator 4,6216.0,928.36829,3.3,16.0,6918.0,34323.84,0.48,0.02,0.34,,4.65,0.58,13166.54,7031.03,31.14,3797.0,,97.0,27.0,11775010.0,1.36,1489.5103923000001
treatment company 1,-48.060001,10902.0,6295.0,2018-09-01,operator 17,4023.0,1019.9998,27.64,10.0,5237.0,35358.3,0.78,0.06,0.26,0.76,5.15,0.44,13252.18,6774.98,27.12,4264.0,,80.0,20.0,7151880.0,0.97,1021.263995275
treatment company 7,-11.24,13550.0,9141.0,2012-11-01,operator 11,4240.0,4037.7122,7.75,9.0,0.0,34541.63,0.42,0.03,0.26,,4.6,0.75,11838.05,7095.3,31.4,6392.0,7432.0,75.0,15.0,1704207.0,0.63,1607.2464409000006
treatment company 3,-25.790001,14790.0,6909.0,2018-03-01,operator 5,7631.0,2060.2957,11.19,15.0,6911.0,34753.75,1.23,,0.34,,3.9,1.83,12428.56,6511.71,29.81,4484.0,,73.0,38.0,15611215.0,1.08,2720.263403325
treatment company 10,-26.43,11049.0,4859.0,2013-01-01,operator 6,5930.0,2682.4631,17.29,9.0,0.0,34930.9,1.08,0.09,0.23,,5.71,0.81,10690.01,6787.51,25.64,3454.0,9396.0,61.0,12.0,,1.05,878.92551935625
treatment company 4,-62.84,12492.0,7182.0,2017-07-01,operator 1,4954.0,2599.4387,167.02,1.0,0.0,30786.91,0.59,0.02,0.34,,4.56,0.31,13507.64,6877.28,30.66,4477.0,8562.0,95.0,19.0,9483656.0,1.54,1351.55633476875
treatment company 9,-50.580002,13152.0,6965.0,2015-10-01,operator 1,5716.0,1893.8405,34.31,2.0,2228.0,28965.23,0.29,0.02,0.33,,4.69,0.61,13230.16,6973.8,30.98,5015.0,,97.0,10.0,10551173.0,1.61,1706.9494699875004
treatment company 8,-26.379998999999998,12539.0,5731.0,2013-07-01,operator 6,6813.0,,3.48,4.0,0.0,34724.5,1.07,0.1,0.24,0.47,5.92,0.81,10631.34,6778.1,25.84,3693.0,,86.0,9.0,6416586.0,1.7,608.31166043125
treatment company 10,-40.630001,11055.0,7551.0,2014-01-01,operator 11,3026.0,1309.0883,9.25,8.0,5136.0,35429.96,0.42,0.03,0.33,0.85,4.61,0.58,13036.08,7064.02,31.29,5141.0,7173.0,70.0,14.0,5643512.0,1.12,1257.2772773125
treatment company 2,-39.5,10367.0,6444.0,2011-09-01,operator 2,3849.0,1998.2028,137.13,1.0,0.0,34633.59,0.54,0.01,0.33,0.83,4.83,0.42,13453.26,6933.44,30.81,3476.0,,87.0,11.0,4414515.0,1.47,396.201738214375
treatment company 4,-25.07,15381.0,6339.0,2017-10-01,operator 8,8627.0,1031.4462,38.98,20.0,12224.0,34648.57,1.22,0.05,0.34,,3.79,1.8,12463.45,6543.82,29.89,3970.0,,86.0,39.0,,1.27,2067.88995524375
treatment company 4,2.51,13650.0,8152.0,2013-01-01,operator 1,4997.0,,0.92,14.0,0.0,30564.8,0.3,0.02,0.34,,4.69,0.6,13237.71,6976.92,30.99,4446.0,,79.0,13.0,,0.86,1251.3822640625
treatment company 11,-13.58,13844.0,7209.0,2015-06-01,operator 14,5973.0,,435.44,1.0,0.0,29531.35,0.88,0.01,0.28,0.71,4.3,0.5,11407.18,6770.36,28.96,5698.0,,81.0,32.0,12171898.0,1.04,4901.652747625
treatment company 10,-28.26,11622.0,7050.0,2013-03-01,operator 6,4533.0,2711.9712,8.7,6.0,6363.0,34521.71,0.71,,0.21,,4.82,0.64,11355.68,6800.59,27.19,4281.0,9435.0,61.0,11.0,,1.13,2738.715784625
treatment company 11,-50.740002000000004,14713.0,6898.0,2013-07-01,operator 14,7354.0,3853.0129,0.24,27.0,5256.0,34564.35,1.15,0.04,0.3,0.68,4.8,0.44,12237.48,6762.66,28.65,,6205.0,81.0,38.0,14004967.0,1.05,4841.0570725625
treatment company 4,-57.380001,20553.0,7533.0,2018-12-01,operator 14,12753.0,763.72998,4.35,19.0,9907.0,35260.61,0.54,0.01,0.34,0.86,4.83,0.42,13453.26,6933.44,30.81,5169.0,,108.0,69.0,32998560.0,1.1,7012.1538423125
treatment company 9,-46.040001000000004,12880.0,7288.0,2015-10-01,operator 1,5342.0,4200.8506,0.33,10.0,5271.0,33403.14,0.44,0.03,0.34,,3.6,0.48,13157.77,6702.37,30.2,4859.0,,100.0,19.0,,1.59,691.7736169437502
treatment company 7,-16.469998999999998,11638.0,8835.0,2012-08-01,operator 11,2631.0,2617.9634,22.81,15.0,5476.0,35587.31,0.57,,0.33,0.87,4.63,0.35,13484.98,6906.2,30.74,6068.0,,75.0,9.0,1017312.0,0.64,1029.40428245625
treatment company 4,-37.41,15520.0,7011.0,2019-03-01,operator 8,7975.0,,1.74,6.0,2821.0,35455.5,0.05,0.02,0.33,,4.66,0.67,13160.78,6912.23,30.8,3810.0,,97.0,40.0,19524360.0,1.49,3835.912835118749
treatment company 1,-31.799999,10815.0,6368.0,2014-01-01,operator 2,3945.0,1741.5446,7.36,15.0,6126.0,33488.01,1.93,0.21,0.23,,5.7,0.86,11543.87,6926.99,28.3,3515.0,,98.0,19.0,6401115.0,1.94,1062.030911375
treatment company 9,-4.3200002,12276.0,6540.0,2019-02-01,operator 6,5089.0,,6.86,10.0,3837.0,30098.55,0.49,0.02,0.33,,4.66,0.58,13167.66,7032.46,31.14,4838.0,,91.0,21.0,9721424.0,1.96,1248.0133411187496
treatment company 8,-27.0,11345.0,6311.0,2012-03-01,operator 6,4574.0,1590.9481,0.04,12.0,0.0,30864.28,0.28,0.02,0.24,0.87,5.1,0.37,12622.05,6785.37,27.16,4530.0,,75.0,9.0,4822000.0,1.04,1350.37524410625
treatment company 8,-10.2,11898.0,5946.0,2012-04-01,operator 6,5401.0,1049.3674,41.61,10.0,0.0,35192.75,0.28,0.02,0.23,0.87,5.09,0.36,12677.79,6785.89,27.12,4354.0,9338.0,68.0,10.0,5831118.0,1.29,1040.288455475
treatment company 11,-32.950001,14476.0,6592.0,2016-05-01,operator 14,6945.0,,33.29,9.0,4089.0,35258.45,0.97,0.06,0.27,0.73,5.12,0.44,12583.5,6769.61,27.7,4635.0,,81.0,32.0,12173624.0,1.04,3406.0578899437496
treatment company 4,-26.809998999999998,17326.0,6732.0,2018-08-01,operator 8,8854.0,4118.7832,10.74,8.0,4910.0,34634.13,0.26,0.02,0.33,,4.58,0.57,13273.95,6900.74,30.76,4708.0,,95.0,24.0,13550592.0,1.4,2824.9382275875
treatment company 2,-21.379998999999998,14523.0,7456.0,2016-06-01,operator 6,6688.0,1572.2633,8.62,8.0,5958.0,30671.31,0.1,,0.25,0.97,3.17,0.62,11097.43,6786.79,28.39,5809.0,,98.0,28.0,10583332.0,1.37,3929.5542452125
treatment company 1,-49.509997999999996,13096.0,7959.0,2011-07-01,operator 20,4816.0,4043.9648,139.68,7.0,1201.0,28985.91,0.95,0.06,0.3,,6.38,0.36,12261.06,7029.01,31.68,5939.0,,88.0,12.0,,1.56,767.6244361250001
treatment company 7,-37.52,15167.0,8305.0,2016-07-01,operator 6,6677.0,,30.9,7.0,0.0,30790.26,0.33,,0.23,,2.35,0.63,12003.01,6805.71,28.29,,,99.0,27.0,10591641.0,1.51,4565.0308965250015
treatment company 4,-34.59,12041.0,6653.0,2015-07-01,operator 1,4885.0,1232.4419,7.51,23.0,10111.0,34617.18,0.56,0.01,0.34,,4.79,0.42,13451.81,6932.67,30.82,4901.0,,100.0,9.0,,1.75,2048.64508493125
